Age,Gender,Height,Weight,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Breakfast Category,Activity_Lightly Active,Activity_Moderately Active,Activity_Sedentary,Activity_Very Active,Goal_Maintenance,Goal_Muscle Gain,Goal_Weight Loss,Goal_Weight Maintenance,Diet_Omnivore,Diet_Vegan,Diet_Vegetarian,Breakfast Category Encoded
35.0,0,168.0,55.0,1900,100,230,60,yogurt with fruit and granola,Turkey sandwich on whole-wheat bread with salad,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,yogurt-based,True,False,False,False,True,False,False,False,True,False,False,5
22.0,1,190.0,100.0,2200,130,275,70,oatmeal with fruit and nuts,Bean burrito with brown rice and salsa,Chickpea pasta with vegetable sauce,Trail mix with nuts and seeds,oatmeal-based,False,False,False,True,False,False,True,False,False,False,True,1
65.0,1,170.0,80.0,1700,95,210,50,breakfast burrito with eggs and vegetables,Turkey sandwich on whole-wheat bread with salad,Chicken stir fry with brown rice and vegetables,Greek yogurt with fruit,other,False,False,True,False,True,False,False,False,True,False,False,2
48.0,0,163.0,65.0,1500,75,185,40,overnight oats with fruit and chia seeds,Vegetable stir fry with brown rice,Black bean soup with whole-grain bread,Trail mix with nuts and dried fruit,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
25.0,1,185.0,85.0,2200,150,250,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
38.0,0,165.0,65.0,2000,120,200,50,tofu scramble with vegetables,Lentil soup with whole-grain bread,Chickpea and vegetable curry,Almonds,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
62.0,0,160.0,70.0,1800,80,220,50,tofu and vegetable stir-fry,Vegan chili with brown rice,Black bean burgers with sweet potato fries,Fruit and vegetable salad,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
45.0,1,190.0,95.0,3000,200,350,80,scrambled eggs with whole-wheat toast,Chicken breast with brown rice and broccoli,Beef stir-fry with brown rice,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
28.0,0,170.0,58.0,1800,100,200,50,yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Apple with almond butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
55.0,1,175.0,80.0,1800,110,220,50,oatmeal with fruit and nuts,Turkey breast sandwich on whole-grain bread,Lentil soup with whole-grain bread,Trail mix,oatmeal-based,False,False,True,False,False,False,True,False,True,False,False,1
22.0,0,168.0,62.0,2000,100,250,50,tofu scramble with vegetables,Chickpea pasta with marinara sauce,Vegan lentil stew,Fruit and vegetable salad,tofu-based,True,False,False,False,False,True,False,False,False,True,False,4
30.0,1,180.0,78.0,2500,180,300,70,greek yogurt with fruit and granola,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables,Protein bar,yogurt-based,False,True,False,False,False,True,False,False,True,False,False,5
68.0,1,170.0,75.0,1600,80,180,40,eggs with whole-wheat toast,Chicken salad sandwich on whole-grain bread,Salmon with vegetables,Fruit and nuts,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
35.0,0,175.0,72.0,2000,120,240,60,tofu scramble with vegetables,Chickpea pasta salad with vegetables,Black bean burgers with sweet potato fries,Fruit and vegetable salad,tofu-based,False,False,False,True,False,False,True,False,False,False,True,4
25.0,0,165.0,55.0,1800,80,200,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Lentil soup with whole wheat bread,Greek yogurt with fruit,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
32.0,1,180.0,85.0,2800,150,300,80,scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Salmon with sweet potato and broccoli,Protein shake,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
55.0,0,160.0,68.0,1500,70,150,40,tofu scramble with whole wheat toast,Black bean burger on a whole wheat bun,Lentil stew with brown rice,Fruit salad with yogurt,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
28.0,1,190.0,95.0,3200,180,400,100,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Trail mix with dried fruit and nuts,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
62.0,1,175.0,80.0,2200,100,250,60,greek yogurt with fruit and granola,Tuna salad sandwich on whole wheat bread,Chicken stir-fry with brown rice,Mixed nuts and seeds,yogurt-based,True,False,False,False,True,False,False,False,True,False,False,5
21.0,0,170.0,60.0,1600,70,180,50,tofu and vegetable stir-fry,Black bean and sweet potato burrito,Lentil soup with whole wheat bread,Fruit with nut butter,tofu-based,False,True,False,False,False,False,True,False,False,True,False,4
48.0,0,168.0,75.0,1800,80,200,60,tofu scramble with whole wheat toast,Vegetarian chili with brown rice,Lentil and vegetable curry with brown rice,Fruit with yogurt,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
35.0,1,185.0,100.0,3000,160,350,90,oatmeal with protein powder,Chicken breast with quinoa and vegetables,Beef stir-fry with brown rice,Protein shake,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
40.0,1,178.0,88.0,2600,140,280,80,scrambled eggs with whole wheat toast,Chicken and vegetable skewers,Salmon with roasted vegetables,Protein bar,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
25.0,1,180.0,85.0,2200,120,200,60,oatmeal with berries and nuts,Grilled chicken salad with quinoa,Salmon with roasted vegetables,Apple with peanut butter,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,68.0,2000,100,250,60,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Chickpea curry with brown rice,Mixed nuts and dried fruit,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
55.0,1,175.0,95.0,2000,80,250,60,greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Tuna salad sandwich on whole-wheat bread,Banana,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
28.0,0,170.0,72.0,1800,80,180,50,tofu and vegetable breakfast burrito,Lentil and vegetable stew,Tofu stir-fry with brown rice,Fruit salad with nuts,tofu-based,False,False,False,True,False,False,True,False,False,True,False,4
62.0,0,160.0,65.0,1600,60,150,40,overnight oats with berries and chia seeds,Lentil and vegetable soup,Black bean burgers with sweet potato fries,Trail mix,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
40.0,1,185.0,90.0,2500,150,300,80,scrambled eggs with whole-wheat toast,Chicken breast with brown rice and vegetables,Steak with sweet potato and asparagus,Protein bar,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
38.0,0,172.0,78.0,1800,80,200,60,smoothie with fruit and protein powder,Chicken and vegetable soup,Quinoa salad with grilled chicken,Greek yogurt with fruit,other,False,False,True,False,True,False,False,False,True,False,False,2
22.0,1,190.0,105.0,2800,130,350,90,tofu scramble with vegetables and whole-wheat toast,Lentil pasta with vegan cheese,Tofu and vegetable stir-fry with brown rice,Rice cakes with peanut butter,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
19.0,0,168.0,55.0,1800,70,180,50,oatmeal with fruit and nuts,Quinoa salad with grilled tofu,Vegetable curry with brown rice,Hummus with vegetables,oatmeal-based,False,True,False,False,False,False,True,False,False,False,True,1
45.0,1,178.0,82.0,2300,110,270,70,greek yogurt with fruit and granola,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables,Protein shake,yogurt-based,True,False,False,False,False,True,False,False,True,False,False,5
25.0,0,165.0,58.0,1800,80,200,60,oatmeal with berries and nuts,Lentil soup with whole wheat bread,Grilled chicken salad with quinoa,Apple with peanut butter,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
32.0,1,180.0,85.0,2800,150,300,80,scrambled eggs with whole wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Salmon with roasted vegetables,Protein shake,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
58.0,0,160.0,70.0,1500,70,150,40,tofu scramble with whole wheat toast and fruit,Lentil stew with whole wheat bread,Vegetable curry with brown rice,Greek yogurt with fruit,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
65.0,1,175.0,90.0,2200,80,250,60,tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Chickpea and vegetable curry with brown rice,Trail mix,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
42.0,0,170.0,65.0,1900,70,220,50,oatmeal with fruit and nuts,Vegetable stir-fry with brown rice,Lentil pasta with marinara sauce,Banana with almond butter,oatmeal-based,False,True,False,False,False,False,True,False,False,True,False,1
38.0,1,185.0,95.0,3200,170,350,90,greek yogurt with fruit and granola,Chicken breast with brown rice and steamed vegetables,Steak with baked potato and salad,Protein bar,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
28.0,0,162.0,55.0,1600,65,180,45,scrambled eggs with whole wheat toast and fruit,Lentil soup with whole wheat bread,Vegetable lasagna with salad,Fruit salad with yogurt,egg-based,False,False,True,False,False,False,True,False,False,False,True,0
62.0,1,170.0,80.0,2000,75,220,55,tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Chickpea and vegetable curry with brown rice,Trail mix,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
21.0,0,158.0,48.0,1500,60,170,45,oatmeal with berries and nuts,Chicken salad sandwich on whole wheat bread,Grilled chicken with roasted vegetables,Greek yogurt with fruit,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
55.0,1,178.0,88.0,1900,70,200,55,tofu scramble with whole wheat toast and fruit,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Trail mix,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
25.0,1,180.0,80.0,2000,120,180,50,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Lentil soup with whole-wheat bread,Apple with peanut butter,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,65.0,1800,80,220,60,tofu scramble with whole-wheat toast,Lentil and vegetable curry with brown rice,Vegetable stir-fry with brown rice,Trail mix ,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
55.0,0,160.0,75.0,1600,70,150,40,tofu and vegetable breakfast burrito,Lentil and vegetable stew with brown rice,Chickpea pasta with tomato sauce and vegetables,Fruit and nut mix,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
40.0,1,190.0,95.0,3000,180,270,80,greek yogurt with fruit and granola,Chicken breast with brown rice and roasted vegetables,Salmon with quinoa and steamed vegetables,Protein shake,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
62.0,1,175.0,85.0,2200,100,200,70,eggs with whole-wheat toast,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Banana with almond butter,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
28.0,0,170.0,55.0,2400,110,240,70,tofu scramble with whole-wheat toast,Bean burrito with brown rice,Vegetable stir-fry with tofu and brown rice,Fruit and nut mix,tofu-based,False,True,False,False,False,True,False,False,False,False,True,4
35.0,1,185.0,110.0,2500,150,200,60,oatmeal with protein powder and berries,Turkey sandwich on whole-wheat bread,Chicken breast with roasted vegetables and quinoa,Greek yogurt with fruit and nuts,oatmeal-based,False,False,False,True,False,False,True,False,True,False,False,1
22.0,0,160.0,50.0,2200,100,220,60,tofu and vegetable breakfast burrito,Lentil and vegetable stew with brown rice,Chickpea pasta with tomato sauce and vegetables,Fruit and nut mix,tofu-based,True,False,False,False,False,True,False,False,False,True,False,4
48.0,1,180.0,90.0,2100,130,170,50,greek yogurt with fruit and granola,Turkey sandwich on whole-wheat bread,Salmon with roasted vegetables and brown rice,Trail mix ,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
58.0,0,155.0,60.0,1500,60,130,40,tofu and vegetable scramble with whole-wheat toast,Lentil and vegetable soup with whole-wheat bread,Chickpea pasta with tomato sauce and vegetables,Fruit and nuts,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
25.0,1,180.0,80.0,2200,120,200,60,greek yogurt with berries and granola,Grilled chicken salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,165.0,65.0,1800,80,180,50,tofu scramble with spinach and avocado,Lentil soup with wholegrain bread,Chickpea pasta with vegetable sauce,Trail mix with nuts and seeds,tofu-based,True,False,False,False,False,False,True,False,False,False,True,4
55.0,1,175.0,95.0,2400,100,250,70,oatmeal with fruit and nuts,Chicken stir-fry with brown rice,Roast beef with mashed potatoes and peas,Popcorn with a touch of olive oil,oatmeal-based,False,False,True,False,True,False,False,False,True,False,False,1
28.0,0,170.0,72.0,2600,130,280,70,tofu and vegetable scramble with wholegrain toast,Lentil stew with brown rice,Black bean burgers on wholegrain buns,Smoothie with protein powder and fruit,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
62.0,0,160.0,60.0,1600,60,150,40,oatmeal with berries and flax seeds,Lentil soup with wholegrain bread,Tofu stir-fry with brown rice,Almond milk with banana and chia seeds,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
38.0,1,190.0,105.0,3000,160,300,90,eggs with wholegrain toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Greek yogurt with fruit and nuts,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
22.0,0,168.0,58.0,1900,70,200,60,breakfast burrito with beans and vegetables,Chickpea salad sandwich on wholegrain bread,Tofu stir-fry with brown rice,Hummus with wholegrain crackers,other,True,False,False,False,True,False,False,False,False,False,True,2
40.0,1,178.0,85.0,2400,120,220,60,tofu scramble with spinach and avocado,Lentil stew with brown rice,Black bean burgers on wholegrain buns,Popcorn with a touch of olive oil,tofu-based,False,False,False,True,False,False,True,False,False,True,False,4
27.0,0,172.0,68.0,1900,90,180,50,greek yogurt with berries and granola,Grilled chicken salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
58.0,1,182.0,100.0,2200,80,200,60,oatmeal with berries and flax seeds,Lentil soup with wholegrain bread,Tofu stir-fry with brown rice,Almond milk with banana and chia seeds,oatmeal-based,True,False,False,False,True,False,False,False,False,True,False,1
25.0,1,180.0,80.0,2200,120,250,60,greek yogurt with berries and granola,Chicken breast salad with mixed greens,Salmon with roasted vegetables,Apple with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,165.0,65.0,1800,80,200,50,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Trail mix,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
58.0,0,160.0,70.0,1600,70,180,40,oatmeal with fruit and nuts,Black bean burger on whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
40.0,1,190.0,95.0,3000,180,350,80,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
62.0,1,175.0,85.0,1800,80,200,50,greek yogurt with fruit and granola,Black bean burger on whole-wheat bun,Vegetarian chili with brown rice,Apple with peanut butter,yogurt-based,True,False,False,False,False,False,True,False,False,False,True,5
38.0,0,170.0,75.0,2000,80,220,60,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
28.0,1,185.0,90.0,3200,200,400,90,oatmeal with protein powder and fruit,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
55.0,0,155.0,60.0,1400,60,160,30,oatmeal with fruit and nuts,Black bean burger on whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
70.0,1,170.0,75.0,1800,80,200,50,scrambled eggs with whole-wheat toast and avocado,Tuna salad sandwich on whole-wheat bread,Chicken breast with vegetables,Yogurt with fruit,egg-based,True,False,False,False,True,False,False,False,True,False,False,0
22.0,0,168.0,55.0,1600,70,180,40,greek yogurt with fruit and granola,Black bean burger on whole-wheat bun,Vegetarian chili with brown rice,Apple with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,False,False,True,5
25.0,0,165.0,55.0,1800,75,200,60,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,1,180.0,85.0,2800,150,300,80,scrambled eggs with whole-wheat toast,Chicken breast with brown rice and quinoa,Steak with sweet potato fries,Protein shake,egg-based,True,False,False,False,False,True,False,False,True,False,False,0
58.0,0,160.0,68.0,1500,60,170,40,tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil soup with whole-grain bread,Fruit salad with nuts,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
40.0,1,190.0,95.0,3500,200,400,100,protein pancakes with fruit,Chicken stir-fry with brown rice,Chicken breast with sweet potato and broccoli,Protein bar,pancake-based,False,False,False,True,False,True,False,False,True,False,False,3
62.0,0,155.0,50.0,1400,50,150,30,tofu scramble with vegetables,Vegetable stir-fry with rice noodles,Lentil soup with whole-grain bread,Fruit salad with nuts,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
28.0,1,175.0,70.0,2500,100,250,70,greek yogurt with fruit and granola,Chicken and vegetable wrap,Salmon with roasted vegetables,Trail mix,yogurt-based,False,True,False,False,True,False,False,False,True,False,False,5
65.0,1,170.0,75.0,1700,70,180,50,oatmeal with berries and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Yogurt parfait with granola,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
35.0,0,168.0,60.0,2500,100,300,70,tofu scramble with vegetables,Chickpea pasta with vegetable sauce,Lentil stew with whole-grain bread,Trail mix,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
48.0,1,185.0,100.0,2200,90,220,60,scrambled eggs with whole-wheat toast,Chicken breast with mixed greens salad,Salmon with roasted vegetables,Fruit and nut mix,egg-based,False,True,False,False,False,False,True,False,True,False,False,0
22.0,0,170.0,58.0,2000,80,200,60,yogurt with fruit and granola,Bean burrito with brown rice,Lentil soup with whole-grain bread,Fruit and nut mix,yogurt-based,True,False,False,False,True,False,False,False,False,False,True,5
25.0,0,165.0,55.0,1800,100,200,60,greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables and quinoa,Apple with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,1,180.0,85.0,2800,160,300,80,oatmeal with protein powder and banana,Chicken stir-fry with brown rice,Beef and vegetable skewers with sweet potato fries,Protein bar,oatmeal-based,True,False,False,False,False,True,False,False,True,False,False,1
55.0,0,160.0,65.0,1500,75,150,45,tofu scramble with vegetables and whole wheat toast,Lentil soup with whole grain bread,Tofu stir-fry with brown rice,Fruit with nuts,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
62.0,1,175.0,90.0,2400,120,280,70,tofu and vegetable scramble with avocado toast,Lentil and vegetable curry with brown rice,Vegan chili with whole grain bread,Mixed nuts and dried fruit,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
28.0,0,170.0,60.0,2500,140,300,70,tofu and vegetable breakfast burrito,Lentil and chickpea salad with whole grain pita,Vegan pasta with vegetables and cashew cream sauce,Trail mix,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
42.0,1,185.0,95.0,2600,150,280,80,scrambled eggs with whole wheat toast and smoked salmon,Chicken breast with brown rice and roasted vegetables,Steak with sweet potato fries,Greek yogurt with fruit and granola,egg-based,True,False,False,False,False,True,False,False,True,False,False,0
58.0,0,155.0,50.0,1400,70,140,40,oatmeal with berries and nuts,Lentil and vegetable soup with whole grain bread,Quinoa salad with grilled vegetables,Fruit with cottage cheese,oatmeal-based,False,False,True,False,False,False,True,False,False,False,True,1
33.0,1,190.0,100.0,2600,130,300,70,tofu and vegetable stir-fry with brown rice,Lentil and vegetable curry with brown rice and naan bread,Vegan pizza with vegetables and cashew cheese,Fruit and nuts,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
21.0,0,168.0,58.0,2400,130,280,70,greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables and brown rice,Protein bar,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
68.0,1,170.0,75.0,1800,90,180,50,eggs with whole wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Fish with roasted vegetables and quinoa,Fruit with cottage cheese,egg-based,True,False,False,False,False,False,True,False,True,False,False,0
25.0,1,180.0,80.0,2200,120,250,60,greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,0,165.0,65.0,1800,80,200,50,tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetarian chili with brown rice,Trail mix with nuts and dried fruit,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
62.0,1,175.0,90.0,1800,100,200,50,oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken stir-fry with brown rice,Mixed nuts and dried fruit,oatmeal-based,False,False,True,False,False,False,True,False,True,False,False,1
45.0,0,170.0,75.0,2500,140,300,80,tofu scramble with vegetables and avocado toast,Chickpea pasta salad with roasted vegetables,Lentil and vegetable curry with brown rice,Banana with peanut butter,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
58.0,1,185.0,105.0,2000,110,220,60,eggs with whole wheat toast and avocado,Turkey breast sandwich with mixed greens,Chicken and vegetable stir-fry,Greek yogurt with berries,egg-based,False,True,False,False,False,False,True,False,True,False,False,0
22.0,0,160.0,50.0,1600,70,180,40,overnight oats with chia seeds and fruit,Black bean burger on whole wheat bun with salad,Lentil and vegetable stew with whole wheat bread,Apple slices with almond butter,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
70.0,0,155.0,55.0,1400,70,160,40,fruit and yogurt parfait,Mixed greens salad with chickpeas and tahini dressing,Tofu and vegetable stir-fry with brown rice,Almonds with dried fruit,yogurt-based,False,False,True,False,False,False,True,False,False,False,True,5
30.0,1,190.0,95.0,3000,180,350,100,pancakes with fruit and nuts,Chicken and rice bowl with vegetables,Steak with sweet potato and asparagus,Protein shake with fruit and greens,pancake-based,False,False,False,True,False,True,False,False,True,False,False,3
42.0,0,168.0,60.0,1800,80,200,50,tofu scramble with vegetables and avocado toast,Lentil and vegetable soup with whole wheat bread,Tempeh stir-fry with brown rice,Fruit salad with nuts and seeds,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
55.0,1,178.0,85.0,1800,100,200,50,oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Dark chocolate with almonds,oatmeal-based,False,False,True,False,False,False,True,False,True,False,False,1
25.0,0,165.0,58.0,1800,100,200,60,greek yogurt with berries and granola,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nuts,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,1,180.0,85.0,2500,120,300,80,tofu scramble with veggies,Lentil salad with quinoa and avocado,Black bean burger with sweet potato fries,Trail mix,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,0,160.0,70.0,1500,80,150,50,tofu and vegetable stir-fry,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
62.0,1,175.0,95.0,2800,140,350,100,oatmeal with fruit and nuts,Chicken stir-fry with brown rice,Chicken breast with roasted vegetables,Yogurt with granola,oatmeal-based,False,True,False,False,True,False,False,False,True,False,False,1
28.0,0,170.0,65.0,2400,130,300,80,tofu and vegetable scramble,Quinoa salad with chickpeas and avocado,Vegetarian chili with brown rice,Protein smoothie,tofu-based,False,False,False,True,False,True,False,False,False,False,True,4
32.0,1,185.0,90.0,2200,110,250,70,eggs with whole wheat toast,Chicken salad with whole grain bread,Chicken breast with baked potato,Apple with peanut butter,egg-based,True,False,False,False,False,False,True,False,True,False,False,0
58.0,0,155.0,62.0,1400,70,140,40,tofu and vegetable stir-fry,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
40.0,1,190.0,110.0,3200,160,400,120,oatmeal with protein powder and fruit,Chicken breast with brown rice,Steak with sweet potato fries,Protein shake,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
21.0,0,168.0,55.0,2000,90,220,60,tofu and vegetable scramble,Lentil soup with whole grain bread,Vegetable curry with brown rice,Fruit and nuts,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
70.0,1,170.0,75.0,2000,100,250,70,greek yogurt with fruit and granola,Chicken salad with whole grain bread,Chicken breast with roasted vegetables,Trail mix,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
25.0,1,180.0,80.0,2800,180,350,80,greek yogurt with berries and granola,Chicken breast with brown rice and roasted vegetables,Salmon with quinoa and steamed broccoli,Protein shake,yogurt-based,False,True,False,False,False,True,False,False,True,False,False,5
32.0,0,165.0,65.0,1800,100,200,50,oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,oatmeal-based,True,False,False,False,False,False,True,False,False,False,True,1
58.0,1,175.0,90.0,2000,120,250,60,scrambled eggs with whole-wheat toast,Chicken salad sandwich on whole-wheat bread,Baked chicken with sweet potato and green beans,Trail mix,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
62.0,0,160.0,70.0,1900,90,220,60,tofu scramble with vegetables and whole-wheat toast,Black bean burger on a whole-wheat bun with salad,Lentil stew with brown rice,Fruit and nuts,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
28.0,1,190.0,100.0,3200,200,400,100,oatmeal with protein powder and fruit,Chicken breast with sweet potato and roasted vegetables,Steak with quinoa and steamed broccoli,Protein bar,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
45.0,0,170.0,75.0,1600,80,180,40,greek yogurt with fruit and granola,Quinoa salad with vegetables,Lentil soup with whole-wheat bread,Fruit and nuts,yogurt-based,True,False,False,False,False,False,True,False,False,False,True,5
30.0,1,185.0,95.0,2800,180,350,80,tofu scramble with vegetables and whole-wheat toast,Chickpea pasta with vegetables and vegan cheese,Lentil stew with brown rice,Protein shake,tofu-based,False,True,False,False,False,True,False,False,False,True,False,4
65.0,0,155.0,60.0,1700,80,200,50,scrambled eggs with whole-wheat toast,Tuna salad sandwich on whole-wheat bread,Baked fish with steamed vegetables,Fruit and yogurt,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
22.0,0,168.0,55.0,2400,140,300,70,oatmeal with protein powder and fruit,Bean burrito with brown rice,Vegetarian chili,Protein bar,oatmeal-based,False,False,False,True,False,True,False,False,False,False,True,1
50.0,1,170.0,85.0,1900,100,220,60,tofu scramble with vegetables and whole-wheat toast,Lentil soup with whole-wheat bread,Vegan lasagna,Fruit and nuts,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
25.0,1,180.0,80.0,2000,150,250,60,oatmeal with berries and nuts,Grilled chicken salad with quinoa,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,60.0,1800,100,220,50,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix with nuts and seeds,tofu-based,False,False,True,False,True,False,False,False,False,False,True,4
